"lang"
{
	"Language"	"Russian"
		"DOTA_Tooltip_ability_holdout_light_stand_radius"                                                 "РАДИУС УРОНА:"
		"DOTA_Tooltip_modifier_light_stand_dummy"                                                         "Вечный свет"
		"DOTA_Tooltip_modifier_light_stand_dummy_Description"                                             "Спасает светлую сущность от смерти, исцеляя его и нанося урон ближайшим врагам равный 1000 * процент здоровья героя * уровень героя."
		"DOTA_Tooltip_ability_holdout_sacred_pool"                                                        "Священный омут"
		"DOTA_Tooltip_ability_holdout_sacred_pool_Description"                                            "Наносит 1% от максимального здоровья цели как чистый урон и лечит  союзников на 5% от их максимального здоровья."
		"DOTA_Tooltip_ability_holdout_sacred_pool_radius"                                                 "РАДИУС:"
		"DOTA_Tooltip_ability_holdout_sacred_pool_damage_percent"                                         "%УРОН:"
		"DOTA_Tooltip_ability_holdout_sacred_pool_heal_percent"                                           "%ЛЕЧЕНИЕ:"
		"DOTA_Tooltip_ability_holdout_sacred_pool_duration"                                               "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_holdout_skin_changer_warrior"                                               "Смена сущности (Воин)"
		"DOTA_Tooltip_ability_holdout_skin_changer_warrior_Description"                                   "Возвращает светлую сущность в общую сущность, порождая вместо него тёмную сущность.\n<font color='#FF7800'>ПРЕДУПРЕЖДЕНИЕ: Развеивает все негативные и положительные эффекты.</font>"
		"DOTA_Tooltip_ability_holdout_skin_changer_warrior_bonus_movespeed"                               "ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_holdout_skin_changer_warrior_transformation_time"                           "ВРЕМЯ ТРАНСФОРМАЦИИ:"
		"DOTA_Tooltip_modifier_skin_changer_warrior"                                                      "Смена сущности (Воин)"
		"DOTA_Tooltip_modifier_skin_changer_warrior_Description"                                          "Меняет героя местами с воином."
		"DOTA_Tooltip_ability_holdout_guardian_angel"                                                     "Вызов Ангела хранителя"
		"DOTA_Tooltip_ability_holdout_guardian_angel_Description"                                         "Призывает ангела хранителя, который дает иммунитет от физического урона и значительно увеличивает восстановление здоровья ближайших союзников. Страж будет сражаться с врагами поблизости, но не может контролироваться игроком."
		"DOTA_Tooltip_ability_holdout_guardian_angel_Lore"                                                "Всевидящий низвергает свою защиту над теми, кого Пурист называет друзьями."
		"DOTA_Tooltip_ability_holdout_guardian_angel_Note0"                                               "Действует на союзников с иммунитетом к магии."
		"DOTA_Tooltip_ability_holdout_guardian_angel_Note1"                                               "Эффект этой способности можно развеять."
		"DOTA_Tooltip_ability_holdout_guardian_angel_duration"                                            "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_holdout_guardian_angel_health_regen"                                        "ВОССТАНОВЛЕНИЕ ЗДОРОВЬЯ:"
		"DOTA_Tooltip_ability_holdout_guardian_angel_radius"                                              "РАДИУС:"
		"DOTA_Tooltip_ability_holdout_guardian_angel_angel_damage"                                        "УРОН СТРАЖА:"
		"DOTA_Tooltip_ability_holdout_guardian_angel_notes"                                               "Прим.:\n\nДействует на союзников, невосприимчивых к магии."
		"DOTA_Tooltip_ability_holdout_shadow_bolt"                                                        "Сгусток тьмы"
		"DOTA_Tooltip_ability_holdout_shadow_bolt_Description"                                            "Бросает кольцо смерти в выбранного вражеского отряда, нанося ему урон и оглушая.Каждая собранная душа увеличивает урон от «Стрелы Тьмы» на 2%."
		"DOTA_Tooltip_ability_holdout_shadow_bolt_blast_stun_duration"                                    "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_holdout_corruption"                                                         "Коррозия"
		"DOTA_Tooltip_ability_holdout_corruption_Description"                                             "Вырывает души из мира смерти на трех расстояниях.Каждая собранная душа увеличивает урон от порчи на 2%, а каждый радиус разрушения — на 5."
		"DOTA_Tooltip_ability_holdout_corruption_raze_amount"                                             "ЧИСЛО ДУШ:"
		"DOTA_Tooltip_ability_holdout_corruption_shadowraze_radius"                                       "РАДИУС:"
		"DOTA_Tooltip_ability_holdout_corruption_shadowraze_range1"                                       "ДАЛЬНОСТЬ 1-ОЙ ДУШИ:"
		"DOTA_Tooltip_ability_holdout_corruption_shadowraze_range2"                                       "ДАЛЬНОСТЬ 2-ОЙ ДУШИ:"
		"DOTA_Tooltip_ability_holdout_corruption_shadowraze_range3"                                       "ДАЛЬНОСТЬ 3-ЕЙ ДУШИ:"
		"DOTA_Tooltip_ability_holdout_corruption_radius_inc_per_raze"                                     "РАССТОЯНИЕ МЕЖДУ ДУШАМИ:"
		"DOTA_Tooltip_ability_holdout_corruption_raze_damage"                                             "УРОН:"
		"DOTA_Tooltip_ability_holdout_malefice_aura"                                                      "Аура сглаза"
		"DOTA_Tooltip_ability_holdout_malefice_aura_Description"                                          "Увеличивает сопротивление магии союзников и снижает сопротивление магии противника.Каждая собранная душа дополнительно снижает сопротивление магии противника на 0,5%."
		"DOTA_Tooltip_ability_holdout_malefice_aura_bonus_mr"                                             "%ДОП. СОПРОТИВЛЕНИЕ МАГИИ:"
		"DOTA_Tooltip_ability_holdout_malefice_aura_reduction_mr"                                         "%УМЕНЬШЕНИЕ СОПРОТИВЛЕНИЯ МАГИИ:"
		"DOTA_Tooltip_ability_holdout_malefice_aura_radius"                                               "РАДИУС:"
		"DOTA_Tooltip_modifier_reduction_mr_buff"                                                         "Аура сглаза"
		"DOTA_Tooltip_modifier_reduction_mr_buff_Description"                                             "Уменьшение магического сопротивления."
		"DOTA_Tooltip_ability_holdout_consuming_flame"                                                    "Поглощающее пламя"
		"DOTA_Tooltip_ability_holdout_consuming_flame_Description"                                        "Жертвует ближайших врагов и исцеляет заклинателя от магического урона.Каждая собранная душа дает 0,5% дополнительного вампиризма заклинаний."
		"DOTA_Tooltip_ability_holdout_consuming_flame_damage_per_tick"                                    "УРОН:"
		"DOTA_Tooltip_ability_holdout_consuming_flame_radius"                                             "РАДИУС:"
		"DOTA_Tooltip_ability_holdout_consuming_flame_hero_lifesteal"                                     "%ЛЕЧЕНИЕ ОТ ГЕРОЕВ:"
		"DOTA_Tooltip_ability_holdout_consuming_flame_creep_lifesteal"                                    "%ЛЕЧЕНИЕ ОТ КРИПОВ:"
		"DOTA_Tooltip_ability_holdout_soul_harvest"                                                       "Сбор душ"
		"DOTA_Tooltip_ability_holdout_soul_harvest_Description"                                           "Отмечает и замедляет ближайших врагов, не являющихся древними.Отмеченные враги взрываются при смерти и дают одну собранную душу.Души усиливают остальную часть набора Dark Summoner;срок действия каждого стека истекает независимо."
		"DOTA_Tooltip_ability_holdout_soul_harvest_duration"                                              "ПРОДОЛЖИТЕЛЬНОСТЬ ОТМЕТКИ:"
		"DOTA_Tooltip_ability_holdout_soul_harvest_radius"                                                "РАДИУС ЛИТЬЯ:"
		"DOTA_Tooltip_ability_holdout_soul_harvest_move_slow_pct"                                         "% ЗАМЕДЛЕННОСТИ ДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_holdout_soul_harvest_explosion_radius"                                      "РАДИУС ВЗРЫВА:"
		"DOTA_Tooltip_ability_holdout_soul_harvest_base_damage"                                           "БАЗОВЫЙ УРОН:"
		"DOTA_Tooltip_ability_holdout_soul_harvest_max_health_damage_pct"                                 "%МАКС. ЗДОРОВЬЯ КАК УРОНА:"
		"DOTA_Tooltip_ability_holdout_soul_harvest_max_bonus_damage"                                      "МАКСИМАЛЬНЫЙ УРОН ЗДОРОВЬЮ:"
		"DOTA_Tooltip_ability_holdout_soul_harvest_soul_stack_cap"                                        "МАКС ДУШИ:"
		"DOTA_Tooltip_ability_holdout_soul_harvest_soul_stack_duration"                                   "ПРОДОЛЖИТЕЛЬНОСТЬ ДУШИ:"
		"DOTA_Tooltip_ability_holdout_soul_harvest_shadow_bolt_damage_per_soul"                           "% УРОНА ТЕНЕВОЙ БОЛТЫ НА ДУШУ:"
		"DOTA_Tooltip_ability_holdout_soul_harvest_corruption_damage_per_soul"                            "% КОРРУПЦИОННОГО УРОНА НА ДУШУ:"
		"DOTA_Tooltip_ability_holdout_soul_harvest_corruption_radius_per_soul"                            "РАДИУС КОРРУПЦИИ НА ДУШУ:"
		"DOTA_Tooltip_ability_holdout_soul_harvest_malefice_reduction_per_soul"                           "% СНИЖЕНИЯ ВРЕДА НА ДУШУ:"
		"DOTA_Tooltip_ability_holdout_soul_harvest_consuming_flame_lifesteal_per_soul"                    "% ВРАЩЕНИЯ ЖИЗНИ НА ДУШУ:"
		"DOTA_Tooltip_ability_holdout_soul_harvest_dark_king_souls_per_extra"                             "ДУШИ НА ДОПОЛНИТЕЛЬНОГО ТЕМНОГО КОРОЛЯ:"
		"DOTA_Tooltip_modifier_holdout_souls_harvested"                                                   "Собранные души"
		"DOTA_Tooltip_modifier_holdout_souls_harvested_Description"                                       "Каждая душа усиливает Стрелу Тьмы, Порчу, Ауру Малефиса, Всепоглощающее пламя и Призыв Темного короля.Срок действия каждого стека истекает независимо через 20 секунд."
		"DOTA_Tooltip_modifier_holdout_soul_malefice_amp"                                                 "Душевная злоба"
		"DOTA_Tooltip_modifier_holdout_soul_malefice_amp_Description"                                     "Сопротивление магии еще больше снижается в зависимости от текущего количества собранных душ Темного призывателя."
		"DOTA_Tooltip_ability_holdout_dark_king"                                                          "Призыв Тёмного лорда"
		"DOTA_Tooltip_ability_holdout_dark_king_Description"                                              "Вызывает Темных Королей из ада, нанося урон и оглушая врагов в области.Призывает одного дополнительного Темного Короля за каждые 5 собранных душ."
		"DOTA_Tooltip_ability_holdout_dark_king_radius"                                                   "РАДИУС:"
		"DOTA_Tooltip_ability_holdout_dark_king_infernal_duration"                                        "ВРЕМЯ ЖИЗНИ:"
		"DOTA_Tooltip_ability_holdout_dark_king_stun_hero_duration"                                       "ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ ГЕРОЕВ:"
		"DOTA_Tooltip_ability_holdout_dark_king_stun_creep_duration"                                      "ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ КРИПОВ:"
		"DOTA_Tooltip_ability_holdout_dark_king_inferno_count"                                            "ЧИСЛО КОРОЛЕЙ:"
		"DOTA_Tooltip_ability_holdout_negative_energy"                                                    "Отрицательная Энергия"
		"DOTA_Tooltip_ability_holdout_negative_energy_Description"                                        "Выпускает луч отрицательной энергии, наносящий урон цели."
		"DOTA_Tooltip_ability_holdout_negative_energy_Note0"                                              "Эта способность не влияет на механические единицы."
		"DOTA_Tooltip_ability_holdout_negative_energy_damage"                                             "УРОН:"
		"DOTA_Tooltip_ability_holdout_negative_energy_damage_delay"                                       "ЗАДЕРЖКА УРОНА:"
		"DOTA_Tooltip_ability_holdout_active_immolation"                                                  "Жар Преисподней"
		"DOTA_Tooltip_ability_holdout_active_immolation_Description"                                      "Окутывает героя огнём, нанося урон ближайшим врагам."
		"DOTA_Tooltip_ability_holdout_active_immolation_Lore"                                             "Из ритуалов, изученных на Острове Масок, лечение ран с помощью магии вуду оказалось весьма полезным."
		"DOTA_Tooltip_ability_holdout_active_immolation_Note0"                                            "Возгорание требует маны и прекратится, когда маны будет недостаточно."
		"DOTA_Tooltip_ability_holdout_active_immolation_damage_per_tick"                                  "УРОН В СЕКУНДУ:"
		"DOTA_Tooltip_ability_holdout_active_immolation_radius"                                           "РАДИУС:"
		"DOTA_Tooltip_ability_xhs_vampiric_aura"                                                          "Аура вампиризма"
		"DOTA_Tooltip_ability_xhs_vampiric_aura_Description"                                              "Ближайшие дружественные отряды получают очки жизни, когда наносят удары по вражеским отрядам.\n<font color='#FF7800'>ВНИМАНИЕ: не суммируется с другими источниками вампиризма.</font>"
		"DOTA_Tooltip_ability_xhs_vampiric_aura_aura_radius"                                              "РАДИУС:"
		"DOTA_Tooltip_ability_xhs_vampiric_aura_lifesteal_pct"                                            "%ВАМПИРИЗМ:"
		"DOTA_Tooltip_modifier_xhs_vampiric"                                                              "Аура вампиризма"
		"DOTA_Tooltip_modifier_xhs_vampiric_Description"                                                  "Даёт ауру вампиризма ближайшим союзникам."
		"DOTA_Tooltip_ability_holdout_illidan_evasion"                                                    "Змеиная ловкость"
		"DOTA_Tooltip_ability_holdout_illidan_evasion_Description"                                        "Даёт шанс избежать атаки."
		"DOTA_Tooltip_ability_holdout_illidan_evasion_Lore"                                               "'Плоды дисциплины; с практикой приходит уклонение.'"
		"DOTA_Tooltip_ability_holdout_illidan_evasion_bonus_evasion"                                      "%УКЛОНЕНИЕ:"
		"DOTA_Tooltip_ability_holdout_roar"                                                               "Рев"
		"DOTA_Tooltip_ability_holdout_roar_Description"                                                   "Увеличивает урон союзников на 25%."
		"DOTA_Tooltip_ability_holdout_roar_bonus_damage_percentage"                                       "%ДОП. УРОН:"
		"DOTA_Tooltip_ability_holdout_roar_bonus_armor"                                                   "ДОП. БРОНЯ:"
		"DOTA_Tooltip_ability_holdout_roar_duration"                                                      "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_holdout_metamorphosis"                                                      "Перевоплощение"
		"DOTA_Tooltip_ability_holdout_metamorphosis_Description"                                          "Герой принимает облик демона с максимальной скоростью передвижения. Демон получает возможность атаковать противника на расстоянии."
		"DOTA_Tooltip_ability_holdout_metamorphosis_duration"                                             "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_holdout_metamorphosis_transformation_time"                                  "ВРЕМЯ ТРАНСФОРМАЦИИ:"
		"DOTA_Tooltip_ability_holdout_metamorphosis_base_attack_time"                                     "БАЗОВАЯ СКОРОСТЬ АТАКИ:"
		"DOTA_Tooltip_ability_holdout_metamorphosis_tooltip_attack_range"                                 "РАДИУС АТАКИ:"
		"DOTA_Tooltip_ability_holdout_metamorphosis_radius"                                               "РАДИУС ПРОРУБАЮЩЕГО УРОНА:"
		"DOTA_Tooltip_ability_holdout_metamorphosis_cleave_pct"                                           "%ПРОРУБАЮЩИЙ УРОН:"
		"DOTA_Tooltip_ability_holdout_metamorphosis_bonus_damage"                                         "%ДОП. УРОН:"
		"DOTA_Tooltip_ability_holdout_life_steal"                                                         "Вампиризм"
		"DOTA_Tooltip_ability_holdout_life_steal_Description"                                             "Лечится, когда атакует врагов."
		"DOTA_Tooltip_ability_holdout_life_steal_lifesteal"                                               "%ВАМПИРИЗМ:"
		"DOTA_Tooltip_ability_holdout_slow_pool"                                                          "Омут замедления"
		"DOTA_Tooltip_ability_holdout_slow_pool_Description"                                              "Замедляет врагов в выбранной области, нанося урон каждую секунду."
		"DOTA_Tooltip_ability_holdout_slow_pool_damage"                                                   "УРОН:"
		"DOTA_Tooltip_ability_holdout_slow_pool_duration"                                                 "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_holdout_slow_pool_radius"                                                   "РАДИУС:"
		"DOTA_Tooltip_ability_holdout_slow_pool_movement_slow_pct"                                        "%ЗАМЕДЛЕНИЕ ДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_holdout_divine_aura"                                                        "Божественная Аура"
		"DOTA_Tooltip_ability_holdout_divine_aura_Description"                                            "Увеличивает скорость передвижения, скорость атаки, броню и регенерацию жизни ближайших дружественных юнитов."
		"DOTA_Tooltip_ability_holdout_divine_aura_Note0"                                                  "Складывается ТОЛЬКО с аурой выносливости!"
		"DOTA_Tooltip_ability_holdout_divine_aura_bat_reduction"                                          "УМЕНЬШЕНИЕ БАЗОВОГО ИНТЕРВАЛА АТАК:"
		"DOTA_Tooltip_ability_holdout_divine_aura_bonus_movement_speed_percentage"                        "%СКОРОСТЬ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_holdout_divine_aura_bonus_armor"                                            "ДОП. БРОНЯ:"
		"DOTA_Tooltip_ability_holdout_divine_aura_bonus_health_regen"                                     "БОНУСНОЕ ВОССТАНОВЛЕНИЕ ЗДОРОВЬЯ:"
		"DOTA_Tooltip_ability_holdout_divine_aura_radius"                                                 "РАДИУС:"
		"DOTA_Tooltip_ability_holdout_kobold_army"                                                        "Армия кобольдов"
		"DOTA_Tooltip_ability_holdout_kobold_army_Description"                                            "Создает идеальные копии Кобольда-рыцаря, которые могут использовать предметы и способности.Длится 40 секунд."
		"DOTA_Tooltip_ability_holdout_kobold_army_kobold_count"                                           "ЧИСЛО КОБОЛЬДОВ:"
		"DOTA_Tooltip_ability_holdout_kobold_army_duration"                                               "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_holdout_death_coil_alt"                                                     "Лик Смерти"
		"DOTA_Tooltip_ability_holdout_death_coil_alt_Description"                                         "Герой выпускает вокруг себя волну смерти, нанося урон вражеским подразделениям и исцеляя союзные подразделения."
		"DOTA_Tooltip_ability_holdout_death_coil_alt_Note0"                                               "От снаряда можно увернуться."
		"DOTA_Tooltip_ability_holdout_death_coil_alt_target_damage"                                       "УРОН:"
		"DOTA_Tooltip_ability_holdout_death_coil_alt_heal_amount"                                         "ЛЕЧЕНИЕ:"
		"DOTA_Tooltip_ability_holdout_death_coil_alt_area_of_effect"                                      "РАДИУС:"
		"DOTA_Tooltip_ability_holdout_howling_blast"                                                      "Воющий Ветер"
		"DOTA_Tooltip_ability_holdout_howling_blast_Description"                                          "Каждый удар по герою наносит урон и атакующему. При этом атакующие могут быть обездвижены."
		"DOTA_Tooltip_ability_holdout_howling_blast_Lore"                                                 "Извиваясь по швам самой реальности, герой проявляет ненависть, парализующую тех, кто бросает вызов его воле."
		"DOTA_Tooltip_ability_holdout_howling_blast_radius"                                               "РАДИУС:"
		"DOTA_Tooltip_ability_holdout_howling_blast_ensnare_duration"                                     "ДЛИТЕЛЬНОСТЬ ОПУТЫВАНИЯ:"
		"DOTA_Tooltip_ability_holdout_howling_blast_ensnare_damage"                                       "УРОН:"
		"DOTA_Tooltip_ability_holdout_howling_blast_ensnare_chance"                                       "%ШАНС ОПУТАТЬ:"
		"DOTA_Tooltip_ability_holdout_frozen_tempest"                                                     "Ледяная буря"
		"DOTA_Tooltip_ability_holdout_frozen_tempest_Description"                                         "Создает волны разрушительной энергии вокруг героя, по одной в секунду, нанося урон и замедляя ближайших врагов."
		"DOTA_Tooltip_ability_holdout_frozen_tempest_Lore"                                                "При необходимости Измученная Душа может манипулировать самим пространством-временем, опустошая низшие существа."
		"DOTA_Tooltip_ability_holdout_frozen_tempest_radius"                                              "РАДИУС:"
		"DOTA_Tooltip_ability_holdout_frozen_tempest_mana_cost_per_second"                                "МАНЫ В СЕКУНДУ:"
		"DOTA_Tooltip_ability_holdout_frozen_tempest_damage"                                              "УРОН:"
		"DOTA_Tooltip_ability_holdout_frozen_tempest_enemy_slow"                                          "%ЗАМЕДЛЕНИЕ:"
		"DOTA_Tooltip_ability_holdout_frozen_tempest_enemy_slow_duration"                                 "ДЛИТЕЛЬНОСТЬ ЗАМЕДЛЕНИЯ:"
		"DOTA_Tooltip_modifier_pulse_nova_datadriven"                                                     "Ледяная буря"
		"DOTA_Tooltip_modifier_pulse_nova_datadriven_Description"                                         "Ледяная буря активна, она наносит урон и замедляет врагов поблизости."
		"DOTA_Tooltip_ability_holdout_icy_heartstopper"                                                   "Ледяное сердце"
		"DOTA_Tooltip_ability_holdout_icy_heartstopper_Lore"                                              "Холодное дыхание Ледяной Скорби поражает даже самых отважных."
		"DOTA_Tooltip_ability_holdout_icy_heartstopper_Description"                                       "Герой наносит врагу леденящее проклятие при каждой атаке, увеличивая скорость передвижения и атаки, в течение ограниченного времени. Также уменьшает здоровье всех врагов вокруг себя, исходя из процента их здоровья."
		"DOTA_Tooltip_ability_holdout_icy_heartstopper_debuff_duration"                                   "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_holdout_icy_heartstopper_buff_duration"                                     "ДЛИТЕЛЬНОСТЬ ЭФФЕКТА:"
		"DOTA_Tooltip_ability_holdout_icy_heartstopper_move_speed_pct"                                    "% БОНУСНОЙ СКОРОСТИ ДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_holdout_icy_heartstopper_attack_speed"                                      "ДОП. СКОРОСТЬ АТАКИ"
		"DOTA_Tooltip_ability_holdout_icy_heartstopper_aura_radius"                                       "РАДИУС:"
		"DOTA_Tooltip_ability_holdout_icy_heartstopper_aura_damage"                                       "%УРОН:"
		"DOTA_Tooltip_ability_holdout_icy_heartstopper_max_stacks"                                        "МАКС. ЗАРЯДОВ:"
		"DOTA_Tooltip_modifier_imba_heartstopper_aura_enemy"                                              "Ледяное сердце"
		"DOTA_Tooltip_modifier_imba_heartstopper_aura_enemy_Description"                                  "Наносит урон ближайшим врагам."
		"DOTA_Tooltip_ability_holdout_frostmourne_innate"                                                 "Фростморн"
		"DOTA_Tooltip_ability_holdout_frostmourne_innate_Description"                                     "Даёт шанс оглушить противника и нанести критический урон. Также даёт шанс увернуться от атаки."
		"DOTA_Tooltip_ability_holdout_frostmourne_innate_stun_duration"                                   "ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ:"
		"DOTA_Tooltip_ability_holdout_frostmourne_innate_bonus_damage_stun"                               "УРОН ОТ ОГЛУШЕНИЯ:"
		"DOTA_Tooltip_ability_holdout_frostmourne_innate_critical_damage"                                 "%КРИТИЧЕСКИЙ УРОН:"
		"DOTA_Tooltip_ability_holdout_frostmourne_innate_evasion_chance"                                  "%УКЛОНЕНИЕ:"
		"DOTA_Tooltip_ability_holdout_frostmourne_innate_stun_chance"                                     "%ШАНС ОГЛУШЕНИЯ:"
		"DOTA_Tooltip_ability_holdout_sindragosa"                                                         "Призыв Синдрагосы"
		"DOTA_Tooltip_ability_holdout_sindragosa_Description"                                             "Вызывает с небес синдрагосу, оглушающую врагов на 2 секунды и наносящего им урон в области приземления. Синдрагоса живёт 60 сек."
		"DOTA_Tooltip_ability_holdout_sindragosa_radius"                                                  "РАДИУС:"
		"DOTA_Tooltip_ability_holdout_sindragosa_infernal_duration"                                       "ВРЕМЯ ЖИЗНИ:"
		"DOTA_Tooltip_ability_holdout_sindragosa_stun_hero_duration"                                      "ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ ГЕРОЕВ:"
		"DOTA_Tooltip_ability_holdout_sindragosa_stun_creep_duration"                                     "ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ КРИПОВ:"
		"DOTA_Tooltip_ability_holdout_sindragosa_inferno_count"                                           "ЧИСЛО:"
		"DOTA_Tooltip_ability_holdout_lordaeron_smash"                                                    "Удар Лордерона"
		"DOTA_Tooltip_ability_holdout_lordaeron_smash_Description"                                        "Герой соединяется со своей могучей Ледяной Скорбью, нанося критический удар, настолько мощный, что он запускает свою жертву в воздух. Жертва замедляется при приземлении."
		"DOTA_Tooltip_ability_holdout_lordaeron_smash_Lore"                                               "Неважно, кто бросает первый удар, важно только, кто бросает последний."
		"DOTA_Tooltip_ability_holdout_lordaeron_smash_Note0"                                              "Полностью работает на юнитах с иммунитетом к заклинаниям."
		"DOTA_Tooltip_ability_holdout_lordaeron_smash_crit_multiplier"                                    "%КРИТИЧЕСКИЙ УРОН:"
		"DOTA_Tooltip_ability_holdout_lordaeron_smash_air_time"                                           "ВРЕМЯ В ВОЗДУХЕ:"
		"DOTA_Tooltip_ability_holdout_lordaeron_smash_slow_duration"                                      "ДЛИТЕЛЬНОСТЬ ЗАМЕДЛЕНИЯ:"
		"DOTA_Tooltip_ability_holdout_lordaeron_smash_move_slow"                                          "%ЗАМЕДЛЕНИЕ ДВИЖЕНИЯ:"
		"DOTA_Tooltip_modifier_tusk_walrus_punch"                                                         "Удар Лордерона"
		"DOTA_Tooltip_modifier_tusk_walrus_punch_Description"                                             "Следующий существо будет подброшено в воздух!"
		"DOTA_Tooltip_modifier_tusk_walrus_punch_slow"                                                    "Раздавлен лордероном"
		"DOTA_Tooltip_modifier_tusk_walrus_punch_slow_Description"                                        "Замедлен на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_tusk_walrus_punch_air_time"                                                "ПОУ!"
		"DOTA_Tooltip_ability_holdout_entrangling_roots"                                                  "Запутывание корней"
		"DOTA_Tooltip_ability_holdout_entrangling_roots_Description"                                      "Обезоруживает и удерживает цель, нанося %dmg_per_sec% урон в секунду для %duration% секунды."
		"DOTA_Tooltip_ability_holdout_entrangling_roots_Note0"                                            "Первый экземпляр урона возникает при применении."
		"DOTA_Tooltip_ability_holdout_entrangling_roots_dmg_per_sec"                                      "УРОН В СЕКУНДУ:"
		"DOTA_Tooltip_ability_holdout_entrangling_roots_duration"                                         "#{DOTA_Tooltip_ability_abaddon_borrowed_time_duration}"
		"DOTA_Tooltip_ability_holdout_entrangling_roots_total_damage_tooltip"                             "ОБЩИЙ УРОН:"
		"DOTA_Tooltip_ability_holdout_rejuvenation_alt"                                                   "Омоложение"
		"DOTA_Tooltip_ability_holdout_rejuvenation_alt_Description"                                       "Лечит союзников в радиусе с течением времени.длится %duration% секунды.Исцеление зданий уменьшено до 50%."
		"DOTA_Tooltip_ability_holdout_rejuvenation_alt_Note0"                                             "Крипы исцеляются только на 50% от лечебного значения."
		"DOTA_Tooltip_ability_holdout_rejuvenation_alt_Note1"                                             "Здания исцеляются только на 25% от лечения."
		"DOTA_Tooltip_ability_holdout_rejuvenation_alt_heal_per_sec"                                      "ЛЕЧЕНИЕ В СЕКУНДУ:"
		"DOTA_Tooltip_ability_holdout_rejuvenation_alt_heal_per_sec_creeps_pct"                           "ЛЕЧЕНИЕ В СЕКУНДУ (КРИПЫ):"
		"DOTA_Tooltip_ability_holdout_rejuvenation_alt_heal_per_sec_building_pct"                         "ЛЕЧЕНИЕ В СЕКУНДУ (ЗДАНИЕ):"
		"DOTA_Tooltip_ability_holdout_rejuvenation_alt_total_heal_tooltip"                                "ОБЩЕЕ ЛЕЧЕНИЕ:"
		"DOTA_Tooltip_ability_holdout_rejuvenation_alt_radius"                                            "РАДИУС:"
		"DOTA_Tooltip_ability_holdout_rejuvenation_alt_duration"                                          "#{DOTA_Tooltip_ability_abaddon_borrowed_time_duration}"
		"DOTA_Tooltip_modifier_rejuvenation"                                                              "Омоложение"
		"DOTA_Tooltip_modifier_rejuvenation_Description"                                                  "Восстанавливает здоровье с течением времени."
		"DOTA_Tooltip_ability_holdout_mark_of_the_claw"                                                   "След когтей"
		"DOTA_Tooltip_ability_holdout_mark_of_the_claw_Description"                                       "Дает шанс совершить прорубающую атаку, нанося дополнительный урон."
		"DOTA_Tooltip_ability_holdout_mark_of_the_claw_chance"                                            "%ШАНС:"
		"DOTA_Tooltip_ability_holdout_mark_of_the_claw_bonus_damage_pct"                                  "%ДОП. УРОН:"
		"DOTA_Tooltip_ability_holdout_mark_of_the_claw_radius"                                            "РАДИУС ПРОРУБАЮЩЕГО УРОНА:"
		"DOTA_Tooltip_ability_holdout_mark_of_the_claw_splash_damage_pct"                                 "%ПРОРУБАЮЩИЙ УРОН:"
		"DOTA_Tooltip_ability_holdout_strength_of_the_wild"                                               "Сила природы"
		"DOTA_Tooltip_ability_holdout_strength_of_the_wild_Description"                                   "Увеличивает урон от атаки Малфуриона против врагов, не являющихся героями."
		"DOTA_Tooltip_ability_holdout_strength_of_the_wild_bonus_damage_tooltip"                          "%МНОЖИТЕЛЬ УРОНА:"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower"                                                "Живая башня"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_Description"                                    "Призывает мощную живую башню. Она не может двигаться и имеет прорубающую атаку."
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_health"                                         "ЗДОРОВЬЕ:"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_damage"                                         "УРОН:"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_attack_range"                                   "ДАЛЬНОСТЬ АТАКИ:"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_attack_speed"                                   "СКОРОСТЬ АТАКИ:"
